status,name,address,website,phone,email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"Pestend Pest Control Toronto","415 Oakdale Rd Unit: 223, North York, ON M3N 1W7, Canada",https://www.pestend.ca/,14163195880,info@pestend.ca,4.91,1398,,,,,256,,256,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/pestendpestcontroltoronto,,https://www.linkedin.com/company/pestend-inc,,,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Orkin Canada Pest Control","1361 Huntingwood Dr Unit #3, Scarborough, ON M1S 3J1, Canada",https://www.orkincanada.ca/locations/ontario/toronto-east/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing+&utm_content=toronto_east,8005704157,webmaster@orkincanada.ca,4.81,1477,,,,,4534,34,4500,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/OrkinCanada/,https://twitter.com/orkincanada/,https://www.linkedin.com/company/orkin-canada/,https://www.youtube.com/@Orkin.Canada?sub_confirmation=1,https://www.instagram.com/orkincanada/,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"MOLD REMOVAL TORONTO LTD","156 Front St W #10B, Toronto, ON M5J 2L7, Canada",https://www.mouldexpertstoronto.com/,14165000869,MouldExpertsToronto@gmail.com,5,7,,,,,,,3,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/WaterDamageTorontoMoldRemoval/,https://twitter.com/gtarestoration1,https://www.linkedin.com/in/gtarestoration-company-821b6046/,https://www.youtube.com/@MoldRemediationGTARestoration,,"Water damage restoration service",google,1,0,0
New,"Guard More Pest Control Inc. - Wildlife (Raccoon & Squirrel) Control","93 Marjory Ave, Toronto, ON M4M 2Y5, Canada",http://guardmorepests.com,16477100481,contact@guardmorepests.com,5,104,,,,,,,80,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/61578349855127,,https://www.linkedin.com/company/guard-more-pest-control/,https://www.youtube.com/@GuardMorePestControl,https://www.instagram.com/guardmorepests/,"Pest control service",google,1,0,0
New,"GreenLeaf Pest Control - GTA","2 Toronto St, Toronto ON M5C 2B6",https://www.greenleafpestcontrol.com/,4169989473,info@greenleafpestcontrol.com,,,,,,,,2,400,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/GreenleafPestControl,https://twitter.com/greenleafpestca,https://www.linkedin.com/cws/share?url=https%3A%2F%2Fwww.greenleafpestcontrol.com%2Fbed-bugs%3Futm_source%3Dlinkedin%26utm_medium%26utm_campaign,https://www.youtube.com/user/GreenLeafPestControl,https://www.instagram.com/Greenleafpestcontrol/,,bing,1,0,0
,"Delta Pest Control",,https://www.deltapestcontrolservice.com/,4083894225,contact@deltapestcontrolservice.com,5,16,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,google-places,1,0,0
,"Critter Control of Toronto (Downtown Toronto)",,https://www.crittercontrol.ca/,14376009713,,4.6,56,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/CritterControlToronto/,https://twitter.com/crittercontrol,,https://www.youtube.com/user/crittercontrol,https://www.instagram.com/crittercontroltoronto/,"Pest control service",google,1,0,0
,"Critter Control of Toronto",,https://www.crittercontrol.ca/,4166882600,leads@crittercontrol.com,,,,,,,200,,209,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/CritterControlToronto/,https://twitter.com/crittercontrol,,https://www.youtube.com/user/crittercontrol,https://www.instagram.com/crittercontroltoronto/,"Pest Control Services",yellowpages-ca,1,0,0
,"Ak Chaarun Pest Control","8500 Leslie St, Thornhill, ON L3T 7M8",https://www.chaarunpestcontrol.ca/,6472341786,chaarunpestcontrol@gmail.com,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Canadian Tire","839 Yonge St, Toronto, ON M4W 2H2, Canada",https://www.canadiantire.ca/en/store-details/on/toronto-yonge-church-on-150.html%3Futm_source%3Dgoogle%26utm_medium%3Dlss%26utm_content%3D150,14169259592,customerservice@canadiantire.ca,4,3249,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Department store",google,1,0,0
,"Canadian Tire","65 Dundas St W, Toronto, ON M5G 2C3, Canada",https://www.canadiantire.ca/en/store-details/on/toronto-eaton-centre-on-600.html%3Futm_source%3Dgoogle%26utm_medium%3Dlss%26utm_content%3D600,14169792025,PrivacyOffice@cantire.com,3.7,5677,,,,,418776,18175,13,0,0,0,1,0,0,0,0,1,0,,,https://www.linkedin.com/company/canadian-tire,,,"Department store",google,1,0,0
,"Bug Managers Pest Control","2404 Haines Road, Mississauga, ON L4Y 2B7",https://www.bugmanagers.com/,6473264888,info@bugmanagers.com,4.9,281,,,,,400,,400,1,1,0,1,0,0,0,1,1,1,https://www.facebook.com/BugManagers/,,https://www.linkedin.com/in/hirday-saigal-66ab9b169/,https://www.youtube.com/@BugManagersPestControl,https://www.instagram.com/bugmanagers/,"Pest Control Services",yellowpages-ca,1,1,0
,"Allphase Thermal Solutions Inc.","188 Coxwell Ave, Toronto, ON M4L 3B2, Canada",https://www.bedbugheatexterminator.com/service-areas/toronto-bed-bug-exterminators/,8554483331,info@bedbugheatexterminator.com,5,1,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest control service",google,1,0,0
New,"Halo Bed Bug Detection Dogs",,https://www.bedbugdetectiondogs.com/,12899064256,info@bedbugdetectiondogs.com,5,14,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Pest control service",google,1,0,0
,"Armour Pest Control","333 Adelaide St E, Toronto, ON M5A 4T4, Canada",http://armourpestcontrol.ca,16473722847,info@armourpestcontrol.ca,4.9,64,,,,,,,145,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/ArmourPestControlGTA,https://twitter.com/ArmourPestGTA,https://www.linkedin.com/company/armour-pest-control-gta/,,https://www.instagram.com/wix,"Pest control service",google,1,0,0
,"Addison Pest Control - Toronto Bed Bug Exterminator","41 Baldwin St, Toronto, ON M5T 1L1, Canada",https://www.addisonpestcontrol.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=website,14166286963,help@addisonpestcontrol.com,4.91,1442,,,,,,,,1,1,1,0,0,0,0,0,1,0,,,,,http://www.instagram.com/addisonpestcontrol,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Accord Pest Control","304 Shady Glen Crescent Kitchener, ON N2R 0J9 Canada",https://accordpestcontrol.ca,6474691000,accordsince93@gmail.com,4.9,173,,,,,,,680,1,0,0,0,0,0,0,1,1,1,,,,,,"Schädlingsbekämpfung & Kammerjäger",yelp,1,0,0
,"Abell Pest Control Toronto","200 Tiffield Rd, Scarborough ON M1V 5J1",https://www.abellpestcontrol.com/en-CA/Locations/Scarborough,4162996400,info@abellgroup.com,,,,,,,11211,,11000,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/AbellPestControl,https://twitter.com/Abell_Pest,https://www.linkedin.com/company/abell-pest-control/,https://www.youtube.com/user/AbellUniversity,https://www.instagram.com/abellpest/,,bing,1,0,0
,"Abell Pest Control",,https://www.abellpestcontrol.com/en-CA?utm_source=ypca&utm_medium=iyp&utm_campaign=ypg,2267807192,fwithnall@abellpestcontrol.com,,,,,,,11231,,11000,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/AbellPestControl,https://twitter.com/Abell_Pest,https://www.linkedin.com/company/abell-pest-control/,https://www.youtube.com/user/AbellUniversity,https://www.instagram.com/abellpest/,"Pest Control Services",yellowpages-ca,1,0,0
,"Wasp Nest Removal",,https://waspnestremoval.ca/,16472641706,info@waspnestremoval.ie,4.2,11,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest control service",google,1,0,0
,"Universal Pest Control",,https://universalpestcontrol.ca/,16476139122,haki@universalpestcontrol.ca,4.6,7,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/universalpestttcontrol/,"Pest control service",google,1,0,0
,"Ultimate Pest Solutions - Pest Control Toronto","69 Bellwoods Ave, Toronto, ON M6J 3N4, Canada",https://ultimatepestsolutions.ca/pest-control-toronto/,14378824242,info@ultimatepestsolutions.ca,4.999,99,,,,,23,2,23,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Ultimate-Pest-Solutions/100077322721473/,,,https://www.youtube.com/@UltimatePestSolutions-Toronto,https://www.instagram.com/ultimate_pest_solutions/,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Bed Bug Exterminator Toronto","365 Bay St, Toronto, ON M5H 2V1",https://toppestkillers.ca/,6474925119,support@toppestkillers.ca,,,,,,,,,3,1,0,0,0,0,0,0,1,1,0,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Right choice Roofing and repair","2036 Dufferin St, York, ON M6E 3R6, Canada",https://rightchoiceroofing.ca/,14166518111,frankj.gillis@gmail.com,4.9,89,,,,,499,,502,0,0,0,0,0,0,0,1,1,0,,,,,,"Pest control service",google,1,1,0
,"Relief Pest Control","121 Trudelle St, Scarborough ON M1J 3K4",https://reliefpestcontrol.ca/,4379855552,info@reliefpestcontrol.ca,5,177,,,,,147,,189,1,1,0,1,0,0,0,1,1,1,https://www.facebook.com/Reliefpestcontrol/,,,,,,bing,1,0,0
,"Promax Pest Control Toronto","796 Carlaw Ave, Toronto, ON M4K 3L2, Canada",https://promaxpestcontrol.ca/,16472390762,promax-pest@outlook.com,5.017,166,,,,,,,9,1,1,1,0,0,0,0,1,1,1,,https://twitter.com/intent/tweet?text=Why+Promax+Pest+Control+is+a+Special+Business%3A+Unmatched+Services+and+Opportunities&url=https%3A%2F%2Fpromaxpestcontrol.ca%2Four-mission-pest-control-near-me%2F,,,https://www.instagram.com/promaxpestcontrol/,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Pro Max Restoration of Downtown","154 Huron St, Toronto, ON M5T 2B4, Canada",https://pro-maxrestoration.ca/,14165772877,info@pro-maxrestoration.ca,5,10,,,,,,,1000,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/promaxrestoration,,https://www.linkedin.com/company/pro-max-restoration/,,https://www.instagram.com/promaxrestoration.ca/,"Water damage restoration service",google,1,0,0
,"Pigeon Control Toronto",,https://pigeoncontroltoronto.ca/,14165604827,info@pigeoncontroltoronto.ca,5,376,,,,,54,,56,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Pigeon-Control-Toronto/61552759486794/,,https://www.linkedin.com/in/pigeon-control-toronto/,https://www.youtube.com/@PigeonControlToronto,https://www.instagram.com/pigeoncontroltoronto/,"Pest control service",google,1,1,0
,"PESTY Pest Control",,https://pesty.ca/,4375235571,info@pesty.ca,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Pest UnHABITAT",,https://pestunhabitat.com/,16473944743,seb@pestunhabitat.com,5,35,,,,,,,92,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/Pest-Unhabitat,,,,,"Pest control service",google,1,0,0
New,"Affordable Pest n Weed Control",,https://pestnweedcontrol.ca/,2267932513,pestnweedcontrol@gmail.com,,,,,,,,,17,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/Affordable,,,,https://www.instagram.com/Affordable_pest_n_weed_control,"Pest Control Services",yellowpages-ca,1,0,0
,"Pestline - Pest Control Toronto","27 Kidd Terrace, North York, ON M3J 3S9, Canada",https://pestline.ca/,14165671135,info@pestline.ca,5.014,145,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Pestigone Pest Control Services Inc",,https://pestigone.ca/,6478487777,contact@pestigone.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Pestigo Pest Control Toronto","7 Crescent Pl, East York, ON M4C 5L7, Canada",https://pestigo.ca/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,14164172242,info@pestigo.ca,5.054,539,,,,,2,,2,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/pestigobrampton,,,https://www.youtube.com/embed/tU3wU2YrfG8?feature=oembed?playlist=tU3wU2YrfG8&mute=0&autoplay=0&loop=no&controls=0&start=0&end=,https://www.instagram.com/pestigopestcontrol?igsh=MTkxYXc4eGRjcGQzYQ==,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Pesterminate Inc","3098 Danforth Ave, Scarborough ON M1L 1B1",https://pesterminate.ca/,6479565868,info@pesterminate.ca,4.8,46,,,,,,,20,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/pesterminatepestcontrol/,https://twitter.com/PestControl0008/status/1637788217297752069,,https://www.youtube.com/channel/UC0AcRj2bwsDVhaEM_3WhphQ,https://www.instagram.com/pesterminate5/,,bing,1,0,0
,"Pest Control Toronto",,https://pestcontroltoronto.ca/,14163215060,roofi_ca@yahoo.com,5,3,,,,,115,,151,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Pest-Control-Toronto-ca/147973372022644,https://twitter.com/PestLessToronto,,https://www.youtube.com/c/PestControlTorontoCA,https://www.instagram.com/pestcontroltoronto.ca/,"Pest control service",google,1,0,0
,"Pest Control Pro Toronto","2482 Dufferin St, York, ON M6B 3R1, Canada",https://pestcontrolpro.ca/,16474711332,info@pestcontrolpro.ca,5.011,108,,,,,18,5,18,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/people/Pest-Control-Pro/61562119690801/,,https://www.linkedin.com/company/pest-control-pro-toronto/,https://www.youtube.com/@PestControlPro,https://www.instagram.com/pest.controlpro/,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Pest Control Plus",,https://pestcontrolplus.ca/,16473708325,info@pestcontrolplus.ca,4,183,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,,"Pest control service",google,1,0,0
,"Mirak Pest Control","1322 Hamman Way, ON L9E 1L5",https://mirakpestcontrol.ca/,4163164987,mirakpestcontrol@gmail.com,,,,,,,,,8,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Mirak-Pest-Control-102261401846143,https://twitter.com/MirakPest,,,https://www.instagram.com/mirakpestcontrol/,"Pest Control Services",yellowpages-ca,1,1,0
,"LawnSavers Plant Health Care - Lawn Care Services Toronto","160 Cidermill Ave Unit 14, Vaughan, ON L4K 4K5, Canada",https://lawnsavers.com/?utm_source=GMB&utm_medium=WebsiteField,19057079994,serviceplease@lawnsavers.com,4.8,883,,,,,689,21,714,1,1,1,1,0,0,0,1,1,1,http://www.facebook.com/lawnsavers,https://twitter.com/intent/tweet?text=LawnSavers%20Plant%20Health%20Care%20Inc.&url=https%3A%2F%2Fwww.itrustlocal.com%2Flisting%2Flawnsavers-plant-health-care-inc%2F,http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.itrustlocal.com%2Flisting%2Flawnsavers-plant-health-care-inc%2F,https://www.youtube.com/watch?v=VJ2aCA6WEBY,instagram.com/lawnsavers,"Lawn care service in Vaughan, Ontario",google-places,1,0,0
,"Insectica Pest Control Inc","3304 Danforth Ave, Scarborough, ON M1L 1C4",https://insecticapestcontrol.ca/,6473133319,info@insectica.ca,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"GTA Toronto Pest Control - Beaches",,https://gtatorontopestcontrol.com/%3Futm_source%3DGMB%26utm_medium%3DOrganic%26utm_campaign%3DToronto_Martin,16479539691,info@gtatorontopestcontrol.ca,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/GTA-Toronto-Pest-Control-145208479403112/,,https://ca.linkedin.com/company/gta-toronto-pest-control,https://www.youtube.com/channel/UCqEYevWZQu8GgUppE9H3OFA,https://www.instagram.com/gtatorontopestcontrol/,"Pest control service",google,1,0,0
,"Four Seasons Wildlife Removal - Squirrel | Bird, Raccoon Removal Toronto","88 Cedarcrest Blvd, East York, ON M4B 2P3, Canada",https://fourseasons-wildliferemoval.com/,14167619777,,4.1,31,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Pest control service",google,1,0,0
,"Toronto Emergency Pest Control",,https://emergencypestcontrol.ca/,16479301407,contact@emergencypestcontrol.ca,5,2,,,,,,,209,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/Emergency-Pest-Control-1825322597736008,,,https://www.youtube.com/channel/UC8GJDk25yAr-FBow5fPArRw,https://www.instagram.com/emergencypestcontrol337/,"Pest control service",google,1,0,0
,"East York Pest Control","455 Danforth Ave, Toronto ON M4K 1P1",https://eastyorkpestcontrol.ca/,6472438195,eastyorkpest123@gmail.com,,,,,,,,,,1,0,1,0,0,0,0,1,1,1,,,,,,,bing,1,1,0
,"BuzzGuard of Toronto",,https://buzzguard.com/,13433081963,admin@buzzguard.com,5,20,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Pest control service",google,1,0,0
New,"BHT Mosquito Control","75 E Liberty St, Toronto, ON M6K 3R3, Canada",https://bhtmosquitocontrol.ca/,14169953383,info@bhtmosquitocontrol.ca,5,4,,,,,,,2,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/BHTmosquitocontrol/,,https://www.linkedin.com/in/bht-mosquito-control-629058390/,,https://www.instagram.com/bhtmosquitocontrol/,"Pest control service",google,1,0,0
,"Bestpest Canada - Pest Control Toronto","2 Shale Gate, North York, ON M3J 2Y8, Canada",https://bestpest.ca/,19053037223,info@bestpest.ca,5.042,424,,,,,,,5,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/bestpestcanada,https://mobile.twitter.com/bestpestcanada,,,https://www.instagram.com/bestpest.ca/,"Pest control service in Toronto, Ontario",google-places,1,0,0
,"Toronto Bed Heat Quest Ltd",,https://bedbugheatquest.com/,16472785370,,5,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Pest control service",google,1,0,0
,"Aquamaster Basement Waterproofing Toronto","371 Front St W Ste 247, Toronto, ON M5V 3S8, Canada",https://aquamasterplumbing.com/basement-waterproofing-toronto/,16478466367,info@aquamasterplumbing.com,4.9,268,,,,,63,,68,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Aquamaster-Waterproofing/61559261372775/,,,https://www.youtube.com/@aaquamaster2328,https://www.instagram.com/aquamasterwaterproofing/,"Waterproofing service",google,1,1,0
,"All In One Pest Control Toronto","80 John Tabor Trail, Scarborough, ON M1B 2V2, Canada",http://aiopestcontrol.com,14168770947,info@aiopestcontrol.com,5,390,,,,,38,,54,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/aiopestcontrol,https://twitter.com/intent/tweet?url=https%3A%2F%2Faiopestcontrol.com%2Fexpert-wasp-nest-removal-in-markham-fast-safe-reliable-services%2F&text=Expert%20Wasp%20Nest%20Removal%20in%20Markham%3A%20Fast%2C%20Safe%20%26%20Reliable%20Services,https://www.linkedin.com/in/all-in-one-pest-control/,,https://www.instagram.com/aio.pestcontrol/,"Pest control service",google,1,0,0
,"Advantage Pest Control Inc","5-1261 Kennedy Rd, Scarborough, ON M1P 2L4",https://advantagepestcontrol.co/,4166283391,info@advantagepestcontrol.co,,,,,,,512,5,510,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/advantagepestcontrolinc,https://twitter.com/pestservices,,https://www.youtube.com/channel/UC2avyxicsQZ1FGCRJLpJCUA,https://www.instagram.com/advantagepestcontrol/,"Pest Control Services,Wildlife & Animal Control",yellowpages-ca,1,0,0
,"360 Wildlife Control Inc.",,https://360wildlife.com/,8666762228,info@360wildlife.com,5,4,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/360wildlife,,,https://www.youtube.com/@RayNazerTorontoWildlifeRemoval/videos,,"Pest control service",google,1,0,0
,"Vanish pest control Inc - Newmarket","132 Septonne Avenue, Newmarket, ON L3Y 2W3",http://www.vanishcanada.com/,4374362831,info@vanishcanada.com,,,,,,,,,205,1,0,0,0,0,0,0,1,1,0,,,,,,"Pest Control Services",yellowpages-ca,1,1,0
,"Urijah International","1025 Rangeview Road Mississauga, ON L5A 1A3",http://www.urijahinternational.info,8009484052,landscaping@urijahinternational.info,5,7,5,1,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Lawn Services,Pest Control,Snow Removal",yelp,1,0,0
,"TSR Pest Control and Wildlife Removal Toronto","3683 Bathurst St Unit 2, Toronto, ON M6A 2E6, Canada",http://www.tsrpestcontrol.ca/,14162683408,tsrpestcontrol@gmail.com,4.968,682,,,,,,,189,1,1,0,0,0,0,0,1,1,0,facebook.com/tsrpest,http://twitter.com/share?url=https://www.tsrpestcontrol.ca/1/post/2026/03/skunks-living-under-a-house-in-toronto-humane-removal-baby-rescue-and-long-term-prevention.html,,//youtube.com/c/tsrpestcontrol,,"Pest control service in Toronto, Ontario",google-places,1,0,0
New,"Team Wildlife",,http://www.teamwildlife.ca/,16474537161,,4.9,63,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Animal control service",google,1,0,0
,"SWAT Wildlife","278 St Clarens Avenue Toronto, ON M6H 3W3",http://www.swatwildlife.com,14167925181,info@swatwildlife.com,,,4,7,,,3,,3,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/profile.php?id=61570378873567,https://twitter.com/swatwildlife,,https://www.youtube.com/channel/UCzLueSkHKdcbFQoqRK455rQ,https://www.instagram.com/swatwildlife/,"Pest Control,Roofing,Wildlife Control",yelp,1,0,0
,"Revenge Pest Control","52 Van Stassen Blvd, York, ON M6S 2N5, Canada",http://www.revengepestcontrol.ca/,14169127955,info@revengepestcontrol.ca,3.7,3,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Pest control service",google,1,0,0
,"Pest Warriors Ltd",,http://www.pestwarriors.ca/,8557992763,contact@pestwarriors.ca,4.8,46,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Pest control service",google,1,0,0
,"Pest Pro Canada","20 Packard Blvd, Scarborough, ON M1P 4K1",http://www.pestprocanada.com/,4167105296,info@pestprocanada.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Pesticon Pest Control Inc","55 Faulkner Cres, North York, ON M9M 2B9",http://www.pesticon.com/,4168391097,info@pesticon.com,,,,,,,717,,717,0,0,0,1,0,0,0,1,1,0,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Pest Care Guy",,http://www.pestcareguy.ca/,2266005116,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Pest Control Services",yellowpages-ca,1,0,0
,"Mr. EXTERMINATOR TORONTO",,http://www.mrexterminator.ca/,16474067378,info@mrexterminator.ca,5,1,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Pest control service",google,1,0,0
